sep = ;
CSVOptions;FileName;Date;TestCase;Test Time in ms;Baseline;Process;ProcessName;Start Time;CommandLine;NotReleasedCount;NotReleasedSizeInBytes;CommitCount;CommitSizeInBytes;FreedCount;FreedSizeInBytes;MaxCommitSizeInBytes
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;ApplicationFrameHost.exe(6340);ApplicationFrameHost.exe;01/01/0001 00:00:00 +00:00; -Embedding;0;0;0;0;2;1048576;0
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;SettingSyncHost.exe(12140);SettingSyncHost.exe;01/01/0001 00:00:00 +00:00; -Embedding;0;0;0;0;1;524288;0
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;lsass.exe(800);lsass.exe;01/01/0001 00:00:00 +00:00;;0;0;0;0;1;524288;0
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(6728);svchost.exe;01/01/0001 00:00:00 +00:00; -k NetworkServiceNetworkRestricted -p -s PolicyAgent;0;0;0;0;5;262144;0
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(12552);svchost.exe;01/01/0001 00:00:00 +00:00; -k netsvcs -p -s Appinfo;0;0;0;0;4;32768;0
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(7636);svchost.exe;01/01/0001 00:00:00 +00:00; -k netsvcs -p -s wlidsvc;0;0;0;0;1;1048576;0
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(6248);svchost.exe;01/01/0001 00:00:00 +00:00; -k LocalServiceAndNoImpersonation -p -s SSDPSRV;0;0;0;0;5;32768;0
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;RuntimeBroker.exe(17612);RuntimeBroker.exe;01/01/0001 00:00:00 +00:00; -Embedding;0;0;0;0;1;524288;0
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;csrss.exe(732);csrss.exe;01/01/0001 00:00:00 +00:00; ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16;0;0;0;0;1;262144;0
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(1912);svchost.exe;01/01/0001 00:00:00 +00:00; -k netsvcs -p -s UserManager;0;0;0;0;1;524288;0
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(1592);svchost.exe;01/01/0001 00:00:00 +00:00; -k LocalServiceNetworkRestricted -p -s TimeBrokerSvc;0;0;0;0;1;524288;0
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(1708);svchost.exe;01/01/0001 00:00:00 +00:00; -k netsvcs -p -s ProfSvc;0;0;0;0;1;524288;0
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(12636);svchost.exe;01/01/0001 00:00:00 +00:00; -k LocalSystemNetworkRestricted -p -s PcaSvc;0;0;0;0;1;524288;0
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(1320);svchost.exe;01/01/0001 00:00:00 +00:00; -k LocalService -p -s nsi;0;0;0;0;1;524288;0
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(2216);svchost.exe;01/01/0001 00:00:00 +00:00; -k NetworkService -p -s NlaSvc;0;0;0;0;1;524288;0
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(3464);svchost.exe;01/01/0001 00:00:00 +00:00; -k LocalServiceNetworkRestricted -p;0;0;0;0;1;524288;0
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(3576);svchost.exe;01/01/0001 00:00:00 +00:00; -k netsvcs -p -s TokenBroker;0;0;0;0;1;524288;0
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(4772);svchost.exe;01/01/0001 00:00:00 +00:00; -k NetworkService -p -s CryptSvc;0;0;0;0;1;524288;0
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(4276);svchost.exe;01/01/0001 00:00:00 +00:00; -k netsvcs -p -s ShellHWDetection;1;4096;1;4096;0;0;4096
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(4904);svchost.exe;01/01/0001 00:00:00 +00:00; -k netsvcs -p -s LanmanServer;1;4096;7;28672;6;24576;4096
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;ctfmon.exe(24180);ctfmon.exe;01/01/0001 00:00:00 +00:00;;1;8192;2;16384;2;1638400;8192
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(2164);svchost.exe;01/01/0001 00:00:00 +00:00; -k appmodel -p -s StateRepository;2;8192;2;8192;1;524288;4096
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;GoogleDriveFS.exe(24888);GoogleDriveFS.exe;01/01/0001 00:00:00 +00:00; --crash_handler_token=\\.\pipe\crashpad_6460_LWLBRAUDQMNXTJGR --parent_version=53.0.8.0 --startup_mode;1;12288;1;12288;2;2097152;12288
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;RuntimeBroker.exe(8512);RuntimeBroker.exe;01/01/0001 00:00:00 +00:00; -Embedding;1;16384;1;16384;0;0;16384
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;RuntimeBroker.exe(20896);RuntimeBroker.exe;01/01/0001 00:00:00 +00:00; -Embedding;1;16384;1;16384;0;0;16384
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;RuntimeBroker.exe(22680);RuntimeBroker.exe;01/01/0001 00:00:00 +00:00; -Embedding;1;16384;1;16384;5;2228224;16384
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;services.exe(768);services.exe;01/01/0001 00:00:00 +00:00;;1;16384;2;32768;2;65536;16384
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(2956);svchost.exe;01/01/0001 00:00:00 +00:00; -k netsvcs -p -s BITS;1;16384;1;16384;0;0;16384
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;RuntimeBroker.exe(21720);RuntimeBroker.exe;01/01/0001 00:00:00 +00:00; -Embedding;1;16384;1;16384;0;0;16384
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(1904);svchost.exe;01/01/0001 00:00:00 +00:00; -k LocalServiceNetworkRestricted -p -s Dhcp;6;24576;6;24576;4;2129920;4096
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(2804);svchost.exe;01/01/0001 00:00:00 +00:00; -k LocalServiceNetworkRestricted -p -s WinHttpAutoProxySvc;2;32768;2;32768;0;0;16384
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(5744);svchost.exe;01/01/0001 00:00:00 +00:00; -k netsvcs;2;32768;2;32768;1;1048576;16384
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;unsecapp.exe(21860);unsecapp.exe;01/01/0001 00:00:00 +00:00; -Embedding;4;32768;5;45056;5;57344;12288
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(2828);svchost.exe;01/01/0001 00:00:00 +00:00; -k LocalService -p -s FontCache;2;40960;2;40960;0;0;36864
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost Firewall(3084);svchost Firewall;01/01/0001 00:00:00 +00:00; -k LocalServiceNoNetworkFirewall -p;9;45056;110;458752;102;8908800;8192
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(4340);svchost.exe;01/01/0001 00:00:00 +00:00; -k LocalServiceNetworkRestricted -p -s wscsvc;2;45056;2;45056;1;1048576;32768
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(4580);svchost.exe;01/01/0001 00:00:00 +00:00; -k NetworkService -p -s LanmanWorkstation;4;53248;4;53248;3;12288;32768
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(3996);svchost.exe;01/01/0001 00:00:00 +00:00; -k NetworkService -p -s DoSvc;5;57344;5;57344;3;12288;32768
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;RuntimeBroker.exe(18172);RuntimeBroker.exe;01/01/0001 00:00:00 +00:00; -Embedding;2;61440;2;61440;6;53248;49152
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;RuntimeBroker.exe(25348);RuntimeBroker.exe;01/01/0001 00:00:00 +00:00; -Embedding;4;69632;4;69632;0;0;49152
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(3008);svchost.exe;01/01/0001 00:00:00 +00:00; -k NetworkService -p -s Dnscache;10;69632;11;73728;6;61440;16384
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;RuntimeBroker.exe(23232);RuntimeBroker.exe;01/01/0001 00:00:00 +00:00; -Embedding;3;77824;3;77824;1;524288;49152
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;RuntimeBroker.exe(11352);RuntimeBroker.exe;01/01/0001 00:00:00 +00:00; -Embedding;3;77824;3;77824;2;28672;49152
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;dwm.exe(10336);dwm.exe;01/01/0001 00:00:00 +00:00;;1;90112;1;90112;0;0;90112
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(1268);svchost.exe;01/01/0001 00:00:00 +00:00; -k RPCSS -p;13;102400;13;102400;7;1261568;32768
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;EpicGamesLauncher.exe(8980);EpicGamesLauncher.exe;01/01/0001 00:00:00 +00:00; -silent;11;118784;12;131072;4;20185088;12288
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;SearchIndexer.exe(8772);SearchIndexer.exe;01/01/0001 00:00:00 +00:00; /Embedding;6;180224;8;217088;4;524288;45056
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;firefox.exe(11980);firefox.exe;01/01/0001 00:00:00 +00:00; -contentproc --channel=_20408.4.304674113\2127318252_ -childID 2 -isForBrowser -prefsHandle 4156 -prefMapHandle 4172 -prefsLen 5564 -prefMapSize 274055 -jsInit 1480 278680 -parentBuildID 20211119140621 -appdir _C:\Program Files (x86)\Mozilla Firefox\browser_ - 20408 _\\.\pipe\gecko-crash-server-pipe.20408_ 4364 1c15ae97538 tab;15;237568;17;303104;38;327680;65536
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;CNMNSST.exe(10912);CNMNSST.exe;01/01/0001 00:00:00 +00:00; /FORCE;15;266240;15;266240;6;3932160;77824
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;findstr.exe(2556);findstr.exe;07/12/2021 10:58:29 +01:00;findstr  /V identifiable;28;299008;29;303104;4;1249280;40960
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(2704);svchost.exe;01/01/0001 00:00:00 +00:00; -k LocalSystemNetworkRestricted -p -s SysMain;12;344064;122;7180288;113;9273344;1400832
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost.exe(6384);svchost.exe;01/01/0001 00:00:00 +00:00; -k LocalSystemNetworkRestricted -p -s StorSvc;49;364544;156;1052672;99;1032192;32768
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;WMIWatcher.exe(5616);WMIWatcher.exe;01/01/0001 00:00:00 +00:00;  -displayname _WMIWatcher_ -servicename _WMIWatcher_;25;376832;39;507904;6;1572864;69632
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;unsecapp.exe(3308);unsecapp.exe;01/01/0001 00:00:00 +00:00; -Embedding;7;380928;8;405504;5;77824;135168
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;dllhost.exe(6008);dllhost.exe;01/01/0001 00:00:00 +00:00; /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F};4;425984;11;512000;23;1253376;360448
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;ETWController.exe(15944);ETWController.exe;01/01/0001 00:00:00 +00:00; ;19;434176;155;1002590208;142;1016238080;33177600
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;svchost WMI Service(2088);svchost WMI Service;01/01/0001 00:00:00 +00:00; -k netsvcs -p -s Winmgmt;65;540672;114;774144;89;946176;65536
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;cmd.exe(24736);cmd.exe;01/01/0001 00:00:00 +00:00; ;1;540672;5;696320;5;663552;540672
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;IISexpressSVC.exe(4832);IISexpressSVC.exe;01/01/0001 00:00:00 +00:00;;1;618496;2;1236992;2;1236992;618496
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;WmiApSrv.exe(23092);WmiApSrv.exe;07/12/2021 10:58:27 +01:00;;101;819200;102;823296;4;2822144;36864
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;firefox.exe(20408);firefox.exe;01/01/0001 00:00:00 +00:00;;52;847872;82;2236416;138;2818048;131072
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;SearchFilterHost.exe(16332);SearchFilterHost.exe;01/01/0001 00:00:00 +00:00; 0 808 812 820 8192 816 792 ;27;1024000;109;8540160;101;8159232;241664
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;WmiPrvSE.exe(6208);WmiPrvSE.exe;01/01/0001 00:00:00 +00:00; -secured -Embedding;6;1601536;6;1601536;6;1601536;552960
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;SearchProtocolHost.exe(8468);SearchProtocolHost.exe;01/01/0001 00:00:00 +00:00; Global\UsGthrFltPipeMssGthrPipe54_ Global\UsGthrCtrlFltPipeMssGthrPipe54 1 -2147483646 _Software\Microsoft\Windows Search_ _Mozilla/4.0 (compatible_ MSIE 6.0_ Windows NT_ MS Search 4.0 Robot)_ _C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc_ _DownLevelDaemon_ ;22;1712128;50;5410816;45;6053888;217088
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;LansweeperService.exe(4868);LansweeperService.exe;01/01/0001 00:00:00 +00:00;;212;2756608;497;7049216;364;102797312;106496
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;WmiPrvSE.exe(19868);WmiPrvSE.exe;01/01/0001 00:00:00 +00:00; -Embedding;46;5009408;96;19288064;58;25092096;1949696
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;cmd.exe(8640);cmd.exe;07/12/2021 10:58:28 +01:00; /C _C:\Program Files (x86)\PerfTools\\xxprofile.cmd_ -stop c:\temp\SerializerTests_1.7z;82;8970240;1067;180695040;1017;178216960;1032192
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;conhost.exe(20116);conhost.exe;07/12/2021 10:58:28 +01:00; 0xffffffff -ForceV1;131;11620352;136;11665408;9;7278592;282624
;CallupAdhocWarmReadingCT_3117msDEFOR09T121SRV.20200717-124447;07/12/2021 10:58:16;CallupAdhocWarmReadingCT;3117;;xperf.exe(25408);xperf.exe;07/12/2021 10:58:29 +01:00;xperf  -flush _ClrSession_ -f _C:\Temp\combined.user.etl_ -flush _NT Kernel Logger_ -f _C:\Temp\combined.etl_ ;195;12173312;301;27332608;171;29184000;1310720
